ID,No.,iso3,country,Former ID,Origin (type),Origin (specif.),SES,Sample comp.,Sample char.,Lowest age,Highest age,Mean age,Age deviation,N (ind.),Sample rating,Test (type),Test (meas.),Test (calc.),Test (part),Domain,Procedure,Year (meas.),Year (std.),Time deviation,Country of std.,Testing rating,Recalc.?,Special calc.?,Test-conv.?,Raw-score (uncor.),Raw-score (cor.),IQ (uncor.),Test time adjust.,Country cor.,Add. cor.,Below threshold?,Method rating,IQ (cor.),IQ (L&V),IQ(L&V)-IQ(cor.),|IQ(L&V)-IQ(cor.)|,Full rating,QN-Factor,Short,Full,Found?,DB,L&V
THA4219,4219.0,THA,Thailand,,4.0,Chiangmai Valley,1.0,heads of households,3.0,17.0,60.0,38.5,0.7999999999999972,1462.0,0.4,RPM,CPM,APM,full,1.0,1.0,1978.0,1992.0,14.0,1.0,0.8333333333333334,1.0,0.0,1.0,19.62,-0.26399161647128366,49.897782029007594,2.940000000000012,0.0,0.0,1.0,0.6666666666666666,60.0,72.0,12.0,12.0,0.6333333333333333,925.9333333333333,Chou & Lau (1987),"Chou, E.C., & Lau, L.J. (1987). Farmer ability and farm productivity: a study of farm households in the Chiang Mai valley, Thailand 1972-1978. Report No. EDT62. Education & Training Department, Washington, DC, USA: World Bank.",,"Authors used standardized scores with range of 0 to 4, calclated as raw-score * 1/9",
THA9367,9367.0,THA,Thailand,,1.0,,2.0,normal,2.0,7.0,12.0,9.333333333333334,28.366666666666667,1285.0,0.6,RPM,CPM,CPM,full,1.0,1.0,1957.0,2007.0,50.0,1.0,0.6666666666666666,1.0,1.0,0.0,17.933333333333334,17.933333333333334,67.07154433333334,10.500000000000028,0.0,0.0,0.0,1.0,77.57154433333336,82.0,4.428455666666636,4.428455666666636,0.7555555555555555,970.8888888888889,Malakul (1957),"Malakul, S. (1957). Standardization of Progressive Matrices for Thai children. Journal of the Psychiatric Association of Thailand, 2, 7-25.",Y,,
THA2356,2356.0,THA,Thailand,,4.0,midwestern,2.0,normal,3.0,20.0,86.0,51.39333333333334,13.693333333333335,150.0,0.5,RPM,CPM,APM,full,1.0,1.0,1980.0,1992.0,12.0,1.0,0.8333333333333334,1.0,1.0,1.0,29.653333333333336,7.083132695861107,79.42629893771552,2.5200000000000102,0.0,0.0,0.0,0.6666666666666666,81.94629893771553,,,,0.6666666666666666,100.0,Panek & Stoner (1980),"Panek, P.E., & Stoner, S.B. (1980). Age differences on Raven’s Coloured Progressive Matrices. Perceptual & Motor Skills, 50, 977-978.",Y,,
THA8691,8691.0,THA,Thailand,137.1.15,6.0,,2.0,normal,2.0,,,35.0,2.700000000000003,400.0,0.6,RPM,SPM,APM,full,1.0,1.0,2000.0,1992.0,8.0,1.0,1.0,1.0,0.0,1.0,49.16,15.959458318719996,90.69755757331494,-1.6800000000000068,0.0,0.0,0.0,0.6666666666666666,89.01755757331493,,,,0.7555555555555555,302.22222222222223,Phatthrayuttawat et al. (2000),"Phatthrayuttawat, S., Sukhatunga, K., Chantra, J., Chaiyasit, W., Bunnagulrote, K., & Imaroonrak, S. (2000). The normative scores of the Standard Progressive Matrices for the Thai population. Journal of the Psychiatric Association of Thailand, 45, 45-57.",Y,,
THA2256,2256.0,THA,Thailand,,6.0,,2.0,normal,2.0,5.0,11.0,8.0,29.700000000000003,900.0,0.4,RPM,CPM,CPM,full,1.0,1.0,2003.0,2007.0,4.0,1.0,1.0,1.0,0.0,0.0,28.59,28.59,105.1368068543,0.8400000000000034,0.0,0.0,0.0,1.0,105.97680685430001,104.5,-1.4768068543000084,1.4768068543000084,0.7999999999999999,719.9999999999999,Phatthrayuttawat et al. (2003),"Phatthrayuttawat, S., Sukhatunga, K., Chantra, J., Chaiyasit, W., Bunnagulrote, K., & Imaroonrak, S. (2003). The normative scores of intelligence by Colored Progressive Matrices (CPM) in Thai population. Journal of Thai Clinical Psychology, 34, 58-70.",Y,,
THA7341,7341.0,THA,Thailand,,4.0,Chon Buri,1.0,control,2.0,9.0,11.0,10.0,27.700000000000003,1358.0,0.3,RPM,CPM,CPM,full,1.0,1.0,1989.0,1947.0,42.0,1.0,0.6666666666666666,0.0,0.0,0.0,,,92.465,-8.820000000000013,0.0,0.0,0.0,0.3333333333333333,83.645,91.0,7.355000000000004,7.355000000000004,0.4333333333333333,588.4666666666666,Pollitt et al. (1989a),"Pollitt, E., Hathiral, P., Kotchabhakdi, N.J., Missell, L., & Valyasevi, A. (1989). Iron deficiency and educational achievement in Thailand. American Journal of Clinical Nutrition, 50, 687-697.",Y,Also reported in Pollitt et al. (1989b),
THA5626,5626.0,THA,Thailand,137.1.7,2.0,Khon Kaen Province,2.0,normal,3.0,8.0,10.0,9.3,28.400000000000002,560.0,0.4,RPM,CPM,CPM,full,1.0,1.0,2007.5,2007.0,0.5,1.0,1.0,1.0,0.0,0.0,21.744642857142857,21.744642857142857,78.04277090492545,-0.21000000000000085,0.0,6.65,0.0,0.6666666666666666,84.48277090492545,82.0,-2.482770904925445,2.482770904925445,0.6888888888888888,385.7777777777777,Pongcharoen et al. (2011),"Pongcharoen, T., DiGirolamo, A. M., Ramakrishnan, U., Winichagoon, P. & Flores, R. (2011). Long-term effects of iron and zinc supplementation during infancy on
cognitive function at 9 y of age in northeast Thai children: a follow-up study. The American Journal of Clinical Nutrition, 93, 636-643.",Y,correction for underrated according to parallel Thai-normed WISC-scores (93.35 = -6.65),"n.d.Pongcharoen et al. (2012) report a CPM score of 21.7 for a sample of 9 year old children in the northeast of the country, equivalent to a British IQ of 75. The sample also obtained an IQ of 93 on the Thais WISC, showing that its IQ was 7 points lower than the average. Hence, 7 has been added to the CPM IQ of 75, bringing it up to 82.   "
THA3812,3812.0,THA,Thailand,,2.0,Khon Kaen Province,2.0,normal,3.0,8.0,10.0,9.3,28.400000000000002,560.0,0.4,WIS,WISC-III,WISC-III,full,2.0,1.0,2007.5,1989.0,18.5,2.0,0.5,0.0,0.0,0.0,,,93.1,-5.780000000000008,-2.5,0.0,0.0,0.3333333333333333,84.82,,,,0.41111111111111115,230.22222222222226,Pongcharoen et al. (2012),"Pongcharoen, T., Ramakrishnan, U., DiGirolamo, A. M., Winichagoon, P., Flores, R., Singkhornard, J., & Martorell, R. (2012). Influence of prenatal and postnatal growth on intellectual functioning in school-aged children. Archives of Pediatrics & Adolescent Medicine, 166, 411-416.",Y,,
THA3678,3678.0,THA,Thailand,,3.0,Bangkok,1.0,normal,5.0,7.0,11.0,9.0,28.700000000000003,70.0,0.3,WIS,WISC,WISC,full,2.0,1.0,1970.0,1947.0,23.0,2.0,0.3333333333333333,0.0,0.0,0.0,,,94.3,-7.8199999999999985,-2.5,0.0,0.0,0.3333333333333333,83.98,86.0,2.019999999999996,2.019999999999996,0.3222222222222222,22.555555555555554,"Rajatasilpin, Suepsaman & Yamarat (1970)","Rajatasilpin, A., Suepsaman, B., & Yamarat, V. (1970). Intellectual development and its relationship to the nutritional status among school children. Journal of the Medical Association of Thailand, 53, 788-793.",Y,,
THA6473,6473.0,THA,Thailand,,2.0,Ronpiboun & Soa Thong district,2.0,normal,3.0,6.0,9.0,7.5,30.200000000000003,529.0,0.4,WIS,WISC,WISC,full,2.0,1.0,1995.0,1947.0,48.0,2.0,0.3333333333333333,0.0,0.0,0.0,,,90.44,-16.319999999999993,-2.5,0.0,0.0,0.3333333333333333,71.62,72.0,0.37999999999999545,0.37999999999999545,0.35555555555555557,188.0888888888889,Siripitayakunkit et al. (1999),"Siripitayakunkit, U., Visudhiphan, P., Pradipasen, M., & Vorapongsathron, T. (1999). Association between chronic arsenic exposure and children’s intelligence in Thailand. In W.R. Chappell, C.O. Abernathy & R.L. Calderon (Eds.), Arsenic exposure and health effects (pp. 141-150). New York, USA: Elsevier.",Y,,
THA5629,5629.0,THA,Thailand,,3.0,Bangkok,2.0,normal,2.0,7.0,11.916666666666666,9.939473684210526,27.760526315789477,380.0,0.5,RPM,CPM,CPM,full,1.0,1.0,2006.0,2007.0,1.0,1.0,1.0,1.0,0.0,0.0,30.52,30.52,100.16295267200002,0.21000000000000085,0.0,0.0,0.0,1.0,100.37295267200003,,,,0.8333333333333334,316.6666666666667,Sroythong (2008),"Sroythong, W. (2008). The validity study of the Test of Nonverbal Intelligence, Third Edition: TONI-3. Unpublished master’s thesis, Mahidol University, Thailand.",Y,,
THA2735,2735.0,THA,Thailand,137.1.8,1.0,,2.0,normal,2.0,6.0,11.0,8.5,29.200000000000003,3848.0,0.6,RPM,CPM,CPM,full,1.0,1.0,2006.0,2007.0,1.0,1.0,1.0,1.0,0.0,0.0,27.35,27.35,97.31863486249999,0.21000000000000085,0.0,0.0,0.0,1.0,97.52863486249998,98.0,0.4713651375000154,0.4713651375000154,0.8666666666666667,3334.9333333333334,Sukhatunga et al. (2006a),"Sukhatunga, K., Kowasint, C., Phatthrayuttawat S., Chantra, J., Chaiyasit, W., Bunnagulrote, K., & Imaroonrak, S. (2006). Norms of the Coloured Progressive Matrices (CPM) in Thai students age 6-11 years old. Journal of Thai Clinical Psychology, 37, 9-22.",Y,,
THA3458,3458.0,THA,Thailand,137.1.18,1.0,,2.0,normal,1.0,14.0,18.0,16.0,21.700000000000003,826.5125538929749,0.6,RPM,APM,APM,full,1.0,1.0,2006.0,1992.0,14.0,1.0,0.8333333333333334,1.0,1.0,0.0,19.04,19.04,107.78468251541999,-2.940000000000012,0.0,0.0,0.0,1.0,104.84468251541998,,,,0.8111111111111112,670.3935159354131,Sukhatunga et al. (2006b),"Sukhatunga, K., Kowasint, C., Phatthrayuttawat S., Chantra, J., Chaiyasit, W., Bunnagulrote, K., & Imaroonrak, S. (2006). Norms of the Advanced Progressive Matrices (APM) in Thai students age 12-18 years old. Journal of Thai Clinical Psychology, 37, 1-10.",Y,,
THA7760,7760.0,THA,Thailand,137.1.18,1.0,,2.0,normal,1.0,12.0,13.0,12.5,25.200000000000003,888.812393405344,0.6,RPM,APM,SPM,full,1.0,1.0,2006.0,1979.0,27.0,1.0,0.6666666666666666,1.0,1.0,1.0,14.965,48.596605506349995,115.41318044021585,-5.670000000000023,0.0,0.0,0.0,0.6666666666666666,109.74318044021584,,,,0.6444444444444444,572.7902090834439,Sukhatunga et al. (2006b),"Sukhatunga, K., Kowasint, C., Phatthrayuttawat S., Chantra, J., Chaiyasit, W., Bunnagulrote, K., & Imaroonrak, S. (2006). Norms of the Advanced Progressive Matrices (APM) in Thai students age 12-18 years old. Journal of Thai Clinical Psychology, 37, 1-10.",Y,,
THA3965,3965.0,THA,Thailand,,3.0,Bangkok,2.0,normal,3.0,7.0,14.0,9.0,28.700000000000003,898.75,0.4,RPM,CPM,CPM,,1.0,1.0,1966.0,2007.0,41.0,1.0,0.3333333333333333,1.0,1.0,0.0,17.580000000000002,17.580000000000002,69.21421481999998,8.610000000000028,0.0,0.0,0.0,1.0,77.82421482000001,81.0,3.175785179999991,3.175785179999991,0.5777777777777778,519.2777777777778,Talapat & Suwannalert (1966),"Talapat, N., & Suwannalert, S. (1966). Standardization of Progressive Matrices Test for Thai children. Journal of the Psychiatric Association of Thailand, 11, 123-136.",Y,Daten teilweise aus HVGIQ,
THA8471,8471.0,THA,Thailand,,3.0,Bangkok,2.0,normal,3.0,7.0,14.0,13.0,24.700000000000003,539.25,0.4,RPM,CPM,SPM,,1.0,1.0,1966.0,1979.0,13.0,1.0,0.5,1.0,1.0,1.0,26.333333333333332,28.829206399999993,74.32594171307439,2.730000000000005,0.0,0.0,0.0,0.6666666666666666,77.05594171307439,81.0,3.9440582869256104,3.9440582869256104,0.5222222222222223,281.60833333333335,Talapat & Suwannalert (1966),"Talapat, N., & Suwannalert, S. (1966). Standardization of Progressive Matrices Test for Thai children. Journal of the Psychiatric Association of Thailand, 11, 123-136.",Y,Daten teilweise aus HVGIQ,
THA7616,7616.0,THA,Thailand,137.1.17,2.0,Cholburi,2.0,normal,1.0,7.0,12.0,9.25,28.450000000000003,668.0,0.5,RPM,CPM,CPM,full,1.0,1.0,2006.0,2007.0,1.0,1.0,1.0,1.0,1.0,0.0,28.052222222222223,28.052222222222223,96.3005803253611,0.21000000000000085,0.0,0.0,0.0,1.0,96.5105803253611,,,,0.8333333333333334,556.6666666666667,Thavornsuwanchai (2008),"Thavornsuwanchai (2008). The psychometric properties of the development test of visual motor integration 4th edition, revised (VMI4R) in primary school students Cholburi province. Master Thesis at the Faculty of Graduate Studies at Mahidol University.",Y,,
TUR4222,4222.0,TUR,Turkey,142.1.1,3.0,Ankara,2.0,normal,1.0,6.0,15.0,10.5,20.4,2396.0,0.5,RPM,SPM,SPM,full,1.0,1.0,1992.5,1979.0,13.5,1.0,0.8333333333333334,1.0,1.0,0.0,29.705882352941178,29.705882352941178,89.59687470588236,-2.940000000000012,0.0,0.0,0.0,1.0,86.65687470588234,87.0,0.34312529411765524,0.34312529411765524,0.7777777777777778,1863.5555555555557,Raven & Raven (2008),"Duzen, N. E., Sahin, N., Raven, J., & Raven, C. J. (2008). The Classic Form of the Standard Progressive Matrices in Turkey. In Raven, J. (Ed) (2008). Uses and Abuses of Psychology. New York: Fireworks Press.",Y,,
TUR5288,5288.0,TUR,Turkey,,1.0,,2.0,normal,1.0,15.5,19.5,17.5,13.399999999999999,121.0,0.7,RPM,APM,APM,full,1.0,1.0,2006.0,1992.0,14.0,1.0,0.8333333333333334,1.0,0.0,0.0,17.0,17.0,99.10154999999999,-2.940000000000012,0.0,0.0,0.0,1.0,96.16154999999998,,,,0.8444444444444444,102.17777777777778,Yakmaci-Guzel & Akarsu (2006),"Yakmaci-Guzel, B., & Akarsu, F. (2006). Comparing overexcitabilities of gifted and non-gifted 10th grade students in Turkey.  High Ability Studies, 17, 43-56.",Y,,
TUR5199,5199.0,TUR,Turkey,,3.0,,2.0,university students,4.0,17.0,26.0,20.86,10.04,271.0,0.2,RPM,SPM,APM,full,1.0,1.0,2009.0,1992.0,17.0,1.0,0.8333333333333334,1.0,0.0,1.0,50.28,17.28631875264,90.46175680200847,-3.3600000000000136,0.0,0.0,0.0,0.6666666666666666,87.10175680200845,,,,0.5666666666666668,153.5666666666667,Güler & Basim (2016),"Güler, M. & Basim, N. (2016). Genel Bilişsel Yetenek Ölçümlerinde Süre ve Performans İlişkisinde A Tipi Kişiliğin Rolü. Journal of Management and Economics, 23, 189-202.",Y,"University students (overestimation possible); No data reported but also presented in Hisli Sahin, Güler & Basim (2009; SPM; TUR; 2009), therefore 2009",
UGA1564,1564.0,UGA,Uganda,144.1.2,4.0,Mulanda,2.0,normal,5.0,6.0,10.0,8.0,7.800000000000001,448.0,0.5,RPM,CPM,CPM,full,1.0,1.0,2011.0,2007.0,4.0,1.0,1.0,1.0,0.0,0.0,7.4,12.126315789473685,62.20649799690917,-0.21000000000000085,0.0,0.0,0.0,0.6666666666666666,61.99649799690917,66.0,4.00350200309083,4.00350200309083,0.7222222222222222,323.55555555555554,Nankabirwa et al. (2013),"Nankabirwa, J., Wandera, B., Kiwanuka, N., Staedke, S. G., Kamya, M. R., & Brooker, S. J. (2013). Asymptomatic plasmodium infection and cognition among primary school children in a high malaria transmission setting in Uganda. American Journal of Tropical Medicine & Hygiene, 88, 1102-1108.",Y,,"Nankabirwa et al. (2013) give data for the CPM for samples of asymptomatic plasmodium infected (n=223) and uninfected primary school children (n=517) with a average age of 9.8 years. Sets A and AB of the CPM were used and the mean scores were 8.2 for the infected and 9.8 for the uninfected. These scores correspond to 10.2 and 11.8 on the complete test (see Table CPM8 in the CPM manual: Raven, Court & Raven, 1995). These scores are in the 0.1 percentile of the British 2007 standardization, corresponding to an IQ of approximately 60. "
UGA9851,9851.0,UGA,Uganda,144.1.2,4.0,Mulanda,2.0,normal,5.0,11.0,14.0,12.5,3.3000000000000007,292.0,0.5,RPM,CPM,SPM,full,1.0,1.0,2011.0,1979.0,32.0,1.0,0.6666666666666666,1.0,0.0,1.0,9.4,15.340638199970842,66.2345692388655,-6.090000000000025,0.0,0.0,0.0,0.6666666666666666,60.14456923886548,66.0,5.855430761134521,5.855430761134521,0.611111111111111,178.44444444444443,Nankabirwa et al. (2013),"Nankabirwa, J., Wandera, B., Kiwanuka, N., Staedke, S. G., Kamya, M. R., & Brooker, S. J. (2013). Asymptomatic plasmodium infection and cognition among primary school children in a high malaria transmission setting in Uganda. American Journal of Tropical Medicine & Hygiene, 88, 1102-1108.",Y,,"Nankabirwa et al. (2013) give data for the CPM for samples of asymptomatic plasmodium infected (n=223) and uninfected primary school children (n=517) with a average age of 9.8 years. Sets A and AB of the CPM were used and the mean scores were 8.2 for the infected and 9.8 for the uninfected. These scores correspond to 10.2 and 11.8 on the complete test (see Table CPM8 in the CPM manual: Raven, Court & Raven, 1995). These scores are in the 0.1 percentile of the British 2007 standardization, corresponding to an IQ of approximately 60. "
UGA7703,7703.0,UGA,Uganda,144.1.3,1.0,,2.0,normal,1.0,5.0,14.0,11.0,4.800000000000001,2019.0,0.8,RPM,CPM,CPM,full,1.0,1.0,1972.0,2007.0,35.0,1.0,0.6666666666666666,1.0,0.0,0.0,24.072,24.072,73.7050062955008,7.350000000000029,0.0,0.0,0.0,1.0,81.05500629550082,73.0,-8.055006295500817,8.055006295500817,0.8222222222222223,1660.0666666666668,Heyneman & Jamison (1980),"Heyneman, S. P., & Jamison, D. T. (1980). Student learning in Uganda. Comparative Education Review, 24, 207-220.",Y,,
UKR9711,9711.0,UKR,Ukraine,145.1.1,3.0,Kiev; Belaya Tserkov,2.0,normal,1.0,14.0,17.0,15.25,25.35,132.0,0.5,RPM,SPM,SPM,full,1.0,1.0,2008.0,1979.0,29.0,1.0,0.6666666666666666,1.0,0.0,0.0,44.1,44.1,94.69664639999999,-6.090000000000025,0.0,0.0,0.0,1.0,88.60664639999996,95.0,6.39335360000004,6.39335360000004,0.7222222222222222,95.33333333333333,"Prozorovskaya, Grigoriev & Lynn (2010)","Prozorovskaya, I., Grigoriev, I., & Lynn, R. (2010). Gender differences in means and variability on the Standard Progressive Matrices for 15 year olds in Ukraine. Mankind Quarterly, 50, 297-310.",Y,,
ARE2499,2499.0,ARE,United Arab Emirates,146.1.1,1.0,,2.0,normal,2.0,6.0,11.0,8.75,21.55,5397.0,0.6,RPM,CPM,CPM,full,1.0,1.0,1997.0,2007.0,10.0,1.0,0.8333333333333334,1.0,1.0,0.0,19.966666666666665,19.966666666666665,77.37521010833332,2.1000000000000085,0.0,0.0,0.0,1.0,79.47521010833333,83.0,3.5247898916666713,3.5247898916666713,0.8111111111111112,4377.5666666666675,Khaleefa & Lynn (2008c),"Khaleefa, O., & Lynn, R. (2008c). A study of intelligence in the United Arab Emirates.  Mankind Quarterly, 49, 58-64.",Y,,
GBR3956,3956.0,GBR,United Kingdom,147.1.3,2.0,Welsh,2.0,normal,3.0,8.0,10.0,9.0,31.5,332.0,0.4,RPM,CPM,CPM,full,1.0,1.0,2013.0,2007.0,6.0,1.0,1.0,1.0,1.0,0.0,26.689999999999998,26.689999999999998,92.59776996383334,-0.21000000000000085,0.0,0.0,0.0,1.0,92.38776996383334,,,,0.7999999999999999,265.59999999999997,Al Said (2014),"Al Said, T. B. T. (2014). The relationship between nonverbal intelligence and emotional intelligence among children in UK and Oman. International Journal of Psychological Studies, 6, 79-86.",Y,,Al Said (2014) reports CPM data for 465 children aged 8-10 years who obtained a British IQ of 86.3.
GBR6442,6442.0,GBR,United Kingdom,,3.0,Dumfries,2.0,normal,2.0,18.0,70.0,45.0,4.5,603.0,0.7,RPM,APM,APM,full,1.0,1.0,1992.0,1992.0,0.0,1.0,1.0,1.0,1.0,0.0,18.636363636363637,18.636363636363637,99.39024545454544,0.0,0.0,0.0,0.0,1.0,99.39024545454544,,,,0.9,542.7,Raven (2000),"Raven, J. (2000). The Raven’s Progressive Matrices: Change and stability over culture and time. Cognitive Psychology, 41, 1-48.",Y,,
GBR7387,7387.0,GBR,United Kingdom,147.1.1,1.0,,2.0,normal,2.0,5.0,15.0,11.0,29.5,3176.0,0.6,RPM,SPM,SPM,full,1.0,1.0,1979.0,1979.0,0.0,1.0,1.0,1.0,1.0,0.0,36.578947368421055,36.578947368421055,99.83953684210523,0.0,0.0,0.0,0.0,1.0,99.83953684210523,100.0,0.1604631578947675,0.1604631578947675,0.8666666666666667,2752.5333333333333,"Raven, Raven & Court (1999)","Raven, J. C., Raven, J., & Court, J. H. (1999). Raven's Progressive Matrices und Vocabulary Scales. Magdeburg: Swets Test Service.",Y,,
GBR4760,4760.0,GBR,United Kingdom,,2.0,Dumfries,2.0,normal,2.0,5.5,11.5,8.5,32.0,598.0,0.5,RPM,CPM,CPM,full,1.0,1.0,1982.0,2007.0,25.0,1.0,0.6666666666666666,1.0,1.0,0.0,23.846153846153847,23.846153846153847,90.86832307692306,5.250000000000021,0.0,0.0,0.0,0.0,96.11832307692308,,,,0.38888888888888884,232.55555555555551,"Raven, Raven & Court (2006)","Raven, J. C., Raven, J., & Court, J. H. (2006). Manual für Raven's Progressive Matrices and Vocabulary Scales. Frankfurt: Harcourt Test Service.",Y,,
GBR1967,1967.0,GBR,United Kingdom,,1.0,,2.0,normal,1.0,9.0,10.0,9.441666666666666,31.058333333333334,239.0,0.2,RPM,SPM,SPM,full,1.0,1.0,1990.0,1979.0,11.0,1.0,0.8333333333333334,1.0,0.0,0.0,36.1,36.1,101.9326071,-2.3100000000000094,0.0,0.0,0.0,1.0,99.62260709999998,,,,0.6777777777777777,161.98888888888888,Lynn & Holmshaw (1990),"Lynn, R., & Holmshaw, M. (1990). Black-White differences in reaction times and intelligence. Social Behaviour and Personality, 18, 299-308.",Y,,
GBR5782,5782.0,GBR,United Kingdom,,1.0,,2.0,normal,2.0,4.0,12.0,7.454545454545454,33.04545454545455,846.0,0.6,RPM,CPM,CPM,full,1.0,1.0,2007.0,2007.0,0.0,1.0,1.0,1.0,1.0,0.0,24.363636363636363,24.363636363636363,101.72497954545456,0.0,0.0,0.0,0.0,0.0,101.72497954545456,,,,0.5333333333333333,451.2,Raven (2008a),"Raven, J. (2008a). Coloured Progressive Matrices and Crichton Vocabulary Scale. London: Pearson.",Y,,
USA6712,6712.0,USA,United States,,2.0,"Louisville,
Kentucky",2.0,twins,1.0,4.0,6.0,5.0,33.1,2393.0,0.5,WIS,WPPSI,WPPSI,full,2.0,1.0,1955.0,1964.0,9.0,2.0,0.6666666666666666,0.0,1.0,0.0,,,95.87,3.0600000000000005,-2.5,0.0,0.0,0.3333333333333333,96.43,,,,0.49999999999999994,1196.4999999999998,Beam et al. (2015),"Beam, Ch. R., Turkheimer, E., Dickens, W. T., & Winders Davis, D. (2015). Twin differentiation of cognitive ability through phenotype to environment transmission: The Louisville Twin Study. Behavioral Genetics, 45, 622-634.",Y,Longitudinal study: Year of measurement = start-year plus mean age,
USA2938,2938.0,USA,United States,,2.0,"Louisville,
Kentucky",2.0,twins,1.0,7.0,15.0,10.2,27.900000000000002,3014.0,0.5,WIS,WISC-R,WISC-R,full,2.0,1.0,1960.2,1974.0,13.799999999999955,2.0,0.5,0.0,1.0,0.0,,,100.13799999999999,4.759999999999998,-2.5,0.0,0.0,0.3333333333333333,102.398,,,,0.4444444444444444,1339.5555555555554,Beam et al. (2015),"Beam, Ch. R., Turkheimer, E., Dickens, W. T., & Winders Davis, D. (2015). Twin differentiation of cognitive ability through phenotype to environment transmission: The Louisville Twin Study. Behavioral Genetics, 45, 622-634.",Y,Longitudinal study: Year of measurement = start-year plus mean age,
USA8445,8445.0,USA,United States,,1.0,,2.0,normal,1.0,4.0,4.0,4.0,34.1,8289.0,0.6,SBIS,SBIS,SBIS,full,2.0,1.0,1963.0,1960.0,3.0,2.0,0.6666666666666666,0.0,0.0,0.0,,,96.73,-1.0199999999999996,-2.5,3.1500000000000057,0.0,0.0,96.36000000000001,,,,0.4222222222222222,3499.8,Beaver et al. (2013),"Beaver, K. M., Schwartz, J. A., Connolly, E. J., Nedelec, J. L., Al-Ghamdi, M. S., & Kobeisy, A. N. (2013). The genetic and environmental architecture to the stability of IQ: Results from two independent samples of kinship pairs. Intelligence, 41, 428-438.",Y,Longitudinal study: Year of measurement = start-year plus mean age; Additional correction: black-white ratio in sample nearly 1:1 but 15:85 in reality. IQ-Difference between blacks and whites around 8 IQ-scores. Formula: Add.corr. = ((Uncor. IQ - 4.5) * 0.15 + (Uncor. IQ + 4.5) * 0.85) - Uncor. IQ,
USA8815,8815.0,USA,United States,,1.0,,2.0,normal,1.0,7.0,7.0,7.0,31.1,8289.0,0.6,WIS,WISC,WISC,full,2.0,1.0,1966.0,1947.0,19.0,2.0,0.5,0.0,0.0,0.0,,,95.05,-6.459999999999999,-2.5,3.1499999999999915,0.0,0.0,89.24,,,,0.3666666666666667,3039.3,Beaver et al. (2013),"Beaver, K. M., Schwartz, J. A., Connolly, E. J., Nedelec, J. L., Al-Ghamdi, M. S., & Kobeisy, A. N. (2013). The genetic and environmental architecture to the stability of IQ: Results from two independent samples of kinship pairs. Intelligence, 41, 428-438.",Y,Longitudinal study: Year of measurement = start-year plus mean age; Additional correction: black-white ratio in sample nearly 1:1 but 15:85 in reality. IQ-Difference between blacks and whites around 8 IQ-scores. Formula: Add.corr. = ((Uncor. IQ - 4.5) * 0.15 + (Uncor. IQ + 4.5) * 0.85) - Uncor. IQ,
USA8711,8711.0,USA,United States,,2.0,Colorado,2.0,adopted,1.0,3.0,4.0,3.497952497952498,34.602047502047505,1221.0,0.3,SBIS,SBIS,SBIS,full,2.0,1.0,1980.4979524979526,1972.0,8.49795249795261,2.0,0.6666666666666666,0.0,0.0,0.0,,,107.13499999999999,-2.719999999999999,-2.5,0.0,0.0,0.3333333333333333,101.91499999999999,,,,0.4333333333333333,529.0999999999999,Petrill et al. (2004),"Petrill, St. A., Lipton, P. A., Hewitt, J. K., Plomin, R., Cherny, St. S., Corley, R., & DeFries, J. C. (2004). Genetic and Environmental Contributions to General Cognitive Ability
Through the First 16 Years of Life. Developmental Psychology, 40, 805-812.",Y,"Longitudinal study: Year of measurement = start-year plus mean age; Based on sample also reported in Bishop et al. (2003) and Wadsworth, DeFries, & Fulker (1993) but higher N in Petrill et al. (2004)",
USA1726,1726.0,USA,United States,,2.0,Colorado,2.0,adopted,1.0,7.0,12.0,9.540650406504065,28.559349593495938,1230.0,0.3,WIS,WISC-R,WISC-R,full,2.0,1.0,1986.540650406504,1974.0,12.540650406504028,2.0,0.5,0.0,0.0,0.0,,,112.09,-4.419999999999998,-2.5,0.0,0.0,0.3333333333333333,105.17,,,,0.37777777777777777,464.66666666666663,Petrill et al. (2004),"Petrill, St. A., Lipton, P. A., Hewitt, J. K., Plomin, R., Cherny, St. S., Corley, R., & DeFries, J. C. (2004). Genetic and Environmental Contributions to General Cognitive Ability
Through the First 16 Years of Life. Developmental Psychology, 40, 805-812.",Y,"Longitudinal study: Year of measurement = start-year plus mean age; Based on sample also reported in Bishop et al. (2003) and Wadsworth, DeFries, & Fulker (1993) but higher N in Petrill et al. (2004)",
USA9752,9752.0,USA,United States,,2.0,Colorado,2.0,adopted,1.0,16.0,16.0,16.0,22.1,776.0,0.3,WIS,WAIS-R,WAIS-R,full,2.0,1.0,1993.0,1980.0,13.0,2.0,0.5,0.0,0.0,0.0,,,105.94,-4.419999999999998,-2.5,0.0,0.0,0.3333333333333333,99.02,,,,0.37777777777777777,293.15555555555557,Petrill et al. (2004),"Petrill, St. A., Lipton, P. A., Hewitt, J. K., Plomin, R., Cherny, St. S., Corley, R., & DeFries, J. C. (2004). Genetic and Environmental Contributions to General Cognitive Ability
Through the First 16 Years of Life. Developmental Psychology, 40, 805-812.",Y,"Longitudinal study: Year of measurement = start-year plus mean age; Based on sample also reported in Bishop et al. (2003) and Wadsworth, DeFries, & Fulker (1993) but higher N in Petrill et al. (2004)",
